,initialWindForecast,latestWindForecast,settlementDate,settlementPeriod,windOutturn
2018102947,4564,4084,2018-10-29,47,4550
2018102948,NULL,NULL,2018-10-29,48,4321
2018103001,4652,4125,2018-10-30,1,4200
2018103002,NULL,NULL,2018-10-30,2,4230
2018103003,4826,4302,2018-10-30,3,4176
2018103004,NULL,NULL,2018-10-30,4,4597
2018103005,4971,4435,2018-10-30,5,4793
2018103006,NULL,NULL,2018-10-30,6,4999
2018103007,5090,4567,2018-10-30,7,4928
2018103008,NULL,NULL,2018-10-30,8,4915
2018103009,5200,4678,2018-10-30,9,4948
2018103010,NULL,NULL,2018-10-30,10,4986
2018103011,5300,4866,2018-10-30,11,5199
2018103012,NULL,NULL,2018-10-30,12,5267
2018103013,5391,4998,2018-10-30,13,5204
2018103014,NULL,NULL,2018-10-30,14,5386
2018103015,5384,5099,2018-10-30,15,5361
2018103016,NULL,NULL,2018-10-30,16,5284
2018103017,5377,5129,2018-10-30,17,5212
2018103018,NULL,NULL,2018-10-30,18,5156
2018103019,5371,5081,2018-10-30,19,5106
2018103020,NULL,NULL,2018-10-30,20,5031
2018103021,5335,4930,2018-10-30,21,4949
2018103022,NULL,NULL,2018-10-30,22,4758
2018103023,5308,4857,2018-10-30,23,4642
2018103024,NULL,NULL,2018-10-30,24,4445
2018103025,5289,4739,2018-10-30,25,4543
2018103026,NULL,NULL,2018-10-30,26,4490
2018103027,5192,4545,2018-10-30,27,4408
2018103028,NULL,NULL,2018-10-30,28,4354
2018103029,5103,4384,2018-10-30,29,4264
2018103030,NULL,NULL,2018-10-30,30,4177
2018103031,5021,4259,2018-10-30,31,4148
2018103032,NULL,NULL,2018-10-30,32,4188
2018103033,4929,4201,2018-10-30,33,4279
2018103034,NULL,NULL,2018-10-30,34,4422
2018103035,4840,4156,2018-10-30,35,4538
2018103036,NULL,NULL,2018-10-30,36,4373
2018103037,4751,4047,2018-10-30,37,4308
2018103038,NULL,NULL,2018-10-30,38,4194
2018103039,4531,3876,2018-10-30,39,4169
2018103040,NULL,NULL,2018-10-30,40,4105
2018103041,4293,3671,2018-10-30,41,4009
2018103042,NULL,NULL,2018-10-30,42,3968
2018103043,4028,3757,2018-10-30,43,3826
2018103044,NULL,NULL,2018-10-30,44,3661
2018103045,3606,3539,2018-10-30,45,3554
2018103046,NULL,NULL,2018-10-30,46,3430
2018103047,3337,3276,2018-10-30,47,3264
2018103048,NULL,NULL,2018-10-30,48,3057
2018103101,3028,2951,2018-10-31,1,2934
2018103102,NULL,NULL,2018-10-31,2,2642
2018103103,2776,2793,2018-10-31,3,2395
2018103104,NULL,NULL,2018-10-31,4,2267
2018103105,2554,2805,2018-10-31,5,2494
2018103106,NULL,NULL,2018-10-31,6,2852
2018103107,2397,3052,2018-10-31,7,3002
2018103108,NULL,NULL,2018-10-31,8,3214
2018103109,2450,3255,2018-10-31,9,3325
2018103110,NULL,NULL,2018-10-31,10,3324
2018103111,2552,3404,2018-10-31,11,3165
2018103112,NULL,NULL,2018-10-31,12,3341
2018103113,2697,3501,2018-10-31,13,3932
2018103114,NULL,NULL,2018-10-31,14,4073
2018103115,2952,3600,2018-10-31,15,4199
2018103116,NULL,NULL,2018-10-31,16,4441
2018103117,3236,3857,2018-10-31,17,4656
2018103118,NULL,NULL,2018-10-31,18,4691
2018103119,3544,4114,2018-10-31,19,4772
2018103120,NULL,NULL,2018-10-31,20,4788
2018103121,3847,4383,2018-10-31,21,5176
2018103122,NULL,NULL,2018-10-31,22,5519
2018103123,4180,4777,2018-10-31,23,5428
2018103124,NULL,NULL,2018-10-31,24,5408
2018103125,4535,5169,2018-10-31,25,5479
2018103126,NULL,NULL,2018-10-31,26,5480
2018103127,4659,5295,2018-10-31,27,5450
2018103128,NULL,NULL,2018-10-31,28,5134
2018103129,4785,5360,2018-10-31,29,5153
2018103130,NULL,NULL,2018-10-31,30,4906
2018103131,4911,5523,2018-10-31,31,4929
2018103132,NULL,NULL,2018-10-31,32,5372
2018103133,5048,5764,2018-10-31,33,5586
2018103134,NULL,NULL,2018-10-31,34,5608
2018103135,5183,5743,2018-10-31,35,5414
2018103136,NULL,NULL,2018-10-31,36,5138
2018103137,5313,5516,2018-10-31,37,5060
2018103138,NULL,NULL,2018-10-31,38,4728
2018103139,5225,5113,2018-10-31,39,4564
2018103140,NULL,NULL,2018-10-31,40,4256
2018103141,5133,4863,2018-10-31,41,4029
2018103142,NULL,NULL,2018-10-31,42,3672
2018103143,5038,4205,2018-10-31,43,3700
2018103144,NULL,NULL,2018-10-31,44,3821
2018103145,4631,3964,2018-10-31,45,3960
2018103146,NULL,NULL,2018-10-31,46,4350
2018103147,4287,3557,2018-10-31,47,4064
2018103148,NULL,NULL,2018-10-31,48,3830
2018110101,3954,3295,2018-11-01,1,3674
2018110102,NULL,NULL,2018-11-01,2,3057
2018110103,3685,3118,2018-11-01,3,2767
2018110104,NULL,NULL,2018-11-01,4,2458
2018110105,3453,3062,2018-11-01,5,2193
2018110106,NULL,NULL,2018-11-01,6,2165
2018110107,3263,2856,2018-11-01,7,2230
2018110108,NULL,NULL,2018-11-01,8,2192
2018110109,3150,2829,2018-11-01,9,2142
2018110110,NULL,NULL,2018-11-01,10,2014
2018110111,3052,2852,2018-11-01,11,1959
2018110112,NULL,NULL,2018-11-01,12,2004
2018110113,2968,2766,2018-11-01,13,2051
2018110114,NULL,NULL,2018-11-01,14,2226
2018110115,2924,2759,2018-11-01,15,2499
2018110116,NULL,NULL,2018-11-01,16,2676
2018110117,2886,2724,2018-11-01,17,2604
2018110118,NULL,NULL,2018-11-01,18,2619
2018110119,2855,2714,2018-11-01,19,2552
2018110120,NULL,NULL,2018-11-01,20,2353
2018110121,2806,2667,2018-11-01,21,2326
2018110122,NULL,NULL,2018-11-01,22,2278
2018110123,2764,2779,2018-11-01,23,2370
2018110124,NULL,NULL,2018-11-01,24,2283
2018110125,2736,2953,2018-11-01,25,2031
2018110126,NULL,NULL,2018-11-01,26,2010
2018110127,2871,3174,2018-11-01,27,2197
2018110128,NULL,NULL,2018-11-01,28,2259
2018110129,3027,3560,2018-11-01,29,2372
2018110130,NULL,NULL,2018-11-01,30,2575
2018110131,3203,3959,2018-11-01,31,2736
2018110132,NULL,NULL,2018-11-01,32,3102
2018110133,3401,4189,2018-11-01,33,3109
2018110134,NULL,NULL,2018-11-01,34,3444
2018110135,3615,4491,2018-11-01,35,3752
2018110136,NULL,NULL,2018-11-01,36,3990
2018110137,3839,4879,2018-11-01,37,4246
2018110138,NULL,NULL,2018-11-01,38,4378
2018110139,3960,5003,2018-11-01,39,4765
2018110140,NULL,NULL,2018-11-01,40,4513
2018110141,4083,4971,2018-11-01,41,4926
2018110142,NULL,NULL,2018-11-01,42,5106
2018110143,4207,5301,2018-11-01,43,4848
2018110144,NULL,NULL,2018-11-01,44,4776
2018110145,4759,5360,2018-11-01,45,4655
2018110146,NULL,NULL,2018-11-01,46,4607
2018110147,4695,5309,2018-11-01,47,4675
2018110148,NULL,NULL,2018-11-01,48,4567
2018110201,4631,5250,2018-11-02,1,5028
2018110202,NULL,NULL,2018-11-02,2,5258
2018110203,4455,5317,2018-11-02,3,5165
2018110204,NULL,NULL,2018-11-02,4,4996
2018110205,4282,5353,2018-11-02,5,4907
2018110206,NULL,NULL,2018-11-02,6,4975
2018110207,4114,5275,2018-11-02,7,4939
2018110208,NULL,NULL,2018-11-02,8,5049
2018110209,3738,5060,2018-11-02,9,4924
2018110210,NULL,NULL,2018-11-02,10,4591
2018110211,3389,4700,2018-11-02,11,4370
2018110212,NULL,NULL,2018-11-02,12,4131
2018110213,3068,4430,2018-11-02,13,4001
2018110214,NULL,NULL,2018-11-02,14,3777
2018110215,2739,3799,2018-11-02,15,3169
2018110216,NULL,NULL,2018-11-02,16,2766
2018110217,2430,3308,2018-11-02,17,2511
2018110218,NULL,NULL,2018-11-02,18,2402
2018110219,2144,2702,2018-11-02,19,2332
2018110220,NULL,NULL,2018-11-02,20,2113
2018110221,2074,2166,2018-11-02,21,1813
2018110222,NULL,NULL,2018-11-02,22,1610
2018110223,2051,1806,2018-11-02,23,1408
2018110224,NULL,NULL,2018-11-02,24,1347
2018110225,2078,1573,2018-11-02,25,1485
2018110226,NULL,NULL,2018-11-02,26,1494
2018110227,2388,1484,2018-11-02,27,1487
2018110228,NULL,NULL,2018-11-02,28,1606
2018110229,2752,1367,2018-11-02,29,1760
2018110230,NULL,NULL,2018-11-02,30,1967
2018110231,3151,1383,2018-11-02,31,2167
2018110232,NULL,NULL,2018-11-02,32,2621
2018110233,3880,1826,2018-11-02,33,3105
2018110234,NULL,NULL,2018-11-02,34,3415
2018110235,4600,2526,2018-11-02,35,3691
2018110236,NULL,NULL,2018-11-02,36,4021
2018110237,5279,3300,2018-11-02,37,4473
2018110238,NULL,NULL,2018-11-02,38,5034
2018110239,6116,4221,2018-11-02,39,5437
2018110240,NULL,NULL,2018-11-02,40,5570
2018110241,6829,5060,2018-11-02,41,5897
2018110242,NULL,NULL,2018-11-02,42,6362
2018110243,7471,6004,2018-11-02,43,6312
2018110244,NULL,NULL,2018-11-02,44,5975
2018110245,7749,6634,2018-11-02,45,6111
2018110246,NULL,NULL,2018-11-02,46,6358
2018110247,8262,7113,2018-11-02,47,6612
2018110248,NULL,NULL,2018-11-02,48,6792
2018110301,8565,7389,2018-11-03,1,6911
2018110302,NULL,NULL,2018-11-03,2,6948
2018110303,8715,7682,2018-11-03,3,6839
2018110304,NULL,NULL,2018-11-03,4,6933
2018110305,8947,7978,2018-11-03,5,7117
2018110306,NULL,NULL,2018-11-03,6,7232
2018110307,9208,8349,2018-11-03,7,7310
2018110308,NULL,NULL,2018-11-03,8,7210
2018110309,9432,8626,2018-11-03,9,7420
2018110310,NULL,NULL,2018-11-03,10,7683
2018110311,9608,8898,2018-11-03,11,7830
2018110312,NULL,NULL,2018-11-03,12,8053
2018110313,9745,9162,2018-11-03,13,8276
2018110314,NULL,NULL,2018-11-03,14,8445
2018110315,9865,9579,2018-11-03,15,8650
2018110316,NULL,NULL,2018-11-03,16,8851
2018110317,9920,9873,2018-11-03,17,9310
2018110318,NULL,NULL,2018-11-03,18,9864
2018110319,9988,10069,2018-11-03,19,10321
2018110320,NULL,NULL,2018-11-03,20,10611
2018110321,10017,10031,2018-11-03,21,11002
2018110322,NULL,NULL,2018-11-03,22,10900
2018110323,10116,9986,2018-11-03,23,10974
2018110324,NULL,NULL,2018-11-03,24,11161
2018110325,10163,10004,2018-11-03,25,11045
2018110326,NULL,NULL,2018-11-03,26,11039
2018110327,10200,10020,2018-11-03,27,11105
2018110328,NULL,NULL,2018-11-03,28,11010
2018110329,10186,10093,2018-11-03,29,10875
2018110330,NULL,NULL,2018-11-03,30,10744
2018110331,10170,10107,2018-11-03,31,10871
2018110332,NULL,NULL,2018-11-03,32,10764
2018110333,10302,10062,2018-11-03,33,10593
2018110334,NULL,NULL,2018-11-03,34,10766
2018110335,10263,10023,2018-11-03,35,10739
2018110336,NULL,NULL,2018-11-03,36,10892
2018110337,10371,10001,2018-11-03,37,10753
2018110338,NULL,NULL,2018-11-03,38,10824
2018110339,10629,10137,2018-11-03,39,10742
2018110340,NULL,NULL,2018-11-03,40,10610
2018110341,10556,10139,2018-11-03,41,10412
2018110342,NULL,NULL,2018-11-03,42,10347
2018110343,10659,9952,2018-11-03,43,10051
2018110344,NULL,NULL,2018-11-03,44,9774
2018110345,10108,9879,2018-11-03,45,9787
2018110346,NULL,NULL,2018-11-03,46,9791
2018110347,10026,9787,2018-11-03,47,9567
2018110348,NULL,NULL,2018-11-03,48,9147
2018110401,9935,9690,2018-11-04,1,8983
2018110402,NULL,NULL,2018-11-04,2,8799
2018110403,9868,9545,2018-11-04,3,8568
2018110404,NULL,NULL,2018-11-04,4,8251
2018110405,9796,9375,2018-11-04,5,7959
2018110406,NULL,NULL,2018-11-04,6,7998
2018110407,9719,9217,2018-11-04,7,7741
2018110408,NULL,NULL,2018-11-04,8,7699
2018110409,9585,8960,2018-11-04,9,7627
2018110410,NULL,NULL,2018-11-04,10,7480
2018110411,9437,8621,2018-11-04,11,7517
2018110412,NULL,NULL,2018-11-04,12,7667
2018110413,9308,8331,2018-11-04,13,7474
2018110414,NULL,NULL,2018-11-04,14,7616
2018110415,9156,8055,2018-11-04,15,7662
2018110416,NULL,NULL,2018-11-04,16,7250
2018110417,9016,7761,2018-11-04,17,7129
2018110418,NULL,NULL,2018-11-04,18,7040
2018110419,8830,7439,2018-11-04,19,7251
2018110420,NULL,NULL,2018-11-04,20,7266
2018110421,8578,7098,2018-11-04,21,7054
2018110422,NULL,NULL,2018-11-04,22,6825
2018110423,8336,6800,2018-11-04,23,6652
2018110424,NULL,NULL,2018-11-04,24,6271
2018110425,8024,6548,2018-11-04,25,5921
2018110426,NULL,NULL,2018-11-04,26,5259
2018110427,7484,5942,2018-11-04,27,4943
2018110428,NULL,NULL,2018-11-04,28,4729
2018110429,6899,5279,2018-11-04,29,4307
2018110430,NULL,NULL,2018-11-04,30,3991
2018110431,6280,4722,2018-11-04,31,3963
2018110432,NULL,NULL,2018-11-04,32,3896
2018110433,6099,4652,2018-11-04,33,3797
2018110434,NULL,NULL,2018-11-04,34,3709
2018110435,5912,4879,2018-11-04,35,3655
2018110436,NULL,NULL,2018-11-04,36,3798
2018110437,5723,5084,2018-11-04,37,3993
2018110438,NULL,NULL,2018-11-04,38,4161
2018110439,5521,5124,2018-11-04,39,4309
2018110440,NULL,NULL,2018-11-04,40,4215
2018110441,5321,5149,2018-11-04,41,4239
2018110442,NULL,NULL,2018-11-04,42,4560
2018110443,5125,4231,2018-11-04,43,4657
2018110444,NULL,NULL,2018-11-04,44,4341
2018110445,6134,4237,2018-11-04,45,4346
2018110446,NULL,NULL,2018-11-04,46,4434
2018110447,6120,4180,2018-11-04,47,4399
2018110448,NULL,NULL,2018-11-04,48,4278
2018110501,6108,4030,2018-11-05,1,4336
2018110502,NULL,NULL,2018-11-05,2,4274
2018110503,6070,3867,2018-11-05,3,4194
2018110504,NULL,NULL,2018-11-05,4,4119
2018110505,6029,3754,2018-11-05,5,4232
2018110506,NULL,NULL,2018-11-05,6,4194
2018110507,5985,3785,2018-11-05,7,3994
2018110508,NULL,NULL,2018-11-05,8,4099
2018110509,5893,3929,2018-11-05,9,4208
2018110510,NULL,NULL,2018-11-05,10,4141
2018110511,5799,3964,2018-11-05,11,4126
2018110512,NULL,NULL,2018-11-05,12,4120
2018110513,5704,3897,2018-11-05,13,4218
2018110514,NULL,NULL,2018-11-05,14,4027
2018110515,5500,3765,2018-11-05,15,3917
2018110516,NULL,NULL,2018-11-05,16,4280
2018110517,5295,3643,2018-11-05,17,3980
2018110518,NULL,NULL,2018-11-05,18,3692
2018110519,5090,3470,2018-11-05,19,3368
2018110520,NULL,NULL,2018-11-05,20,3389
2018110521,4636,3159,2018-11-05,21,3333
2018110522,NULL,NULL,2018-11-05,22,3138
2018110523,4188,2832,2018-11-05,23,2907
2018110524,NULL,NULL,2018-11-05,24,2718
2018110525,3754,2492,2018-11-05,25,2642
2018110526,NULL,NULL,2018-11-05,26,2510
2018110527,3508,2274,2018-11-05,27,2557
2018110528,NULL,NULL,2018-11-05,28,2435
2018110529,3265,2203,2018-11-05,29,2273
2018110530,NULL,NULL,2018-11-05,30,2283
2018110531,3027,2215,2018-11-05,31,2727
2018110532,NULL,NULL,2018-11-05,32,2914
2018110533,3040,2453,2018-11-05,33,3151
2018110534,NULL,NULL,2018-11-05,34,3476
2018110535,3057,2760,2018-11-05,35,3636
2018110536,NULL,NULL,2018-11-05,36,3780
2018110537,3076,2980,2018-11-05,37,4057
2018110538,NULL,NULL,2018-11-05,38,4216
2018110539,3127,3229,2018-11-05,39,4265
2018110540,NULL,NULL,2018-11-05,40,4363
2018110541,3182,3338,2018-11-05,41,4394
2018110542,NULL,NULL,2018-11-05,42,4560
2018110543,3242,3943,2018-11-05,43,4537
2018110544,NULL,NULL,2018-11-05,44,4475
2018110545,3713,4103,2018-11-05,45,4571
2018110546,NULL,NULL,2018-11-05,46,4597
2018110547,3865,4225,2018-11-05,47,4717
2018110548,NULL,NULL,2018-11-05,48,4614
2018110601,4024,4392,2018-11-06,1,4409
2018110602,NULL,NULL,2018-11-06,2,4374
2018110603,4280,4494,2018-11-06,3,4418
2018110604,NULL,NULL,2018-11-06,4,4421
2018110605,4546,4527,2018-11-06,5,4360
2018110606,NULL,NULL,2018-11-06,6,4370
2018110607,4820,4658,2018-11-06,7,4182
2018110608,NULL,NULL,2018-11-06,8,4228
2018110609,5271,4891,2018-11-06,9,4569
2018110610,NULL,NULL,2018-11-06,10,4940
2018110611,5735,5369,2018-11-06,11,5218
2018110612,NULL,NULL,2018-11-06,12,5386
2018110613,6203,5882,2018-11-06,13,5528
2018110614,NULL,NULL,2018-11-06,14,5729
2018110615,6645,6347,2018-11-06,15,5823
2018110616,NULL,NULL,2018-11-06,16,6340
2018110617,7078,6714,2018-11-06,17,7018
2018110618,NULL,NULL,2018-11-06,18,7403
2018110619,7497,7067,2018-11-06,19,7576
2018110620,NULL,NULL,2018-11-06,20,7842
2018110621,7741,7306,2018-11-06,21,7974
2018110622,NULL,NULL,2018-11-06,22,8003
2018110623,7979,7590,2018-11-06,23,7782
2018110624,NULL,NULL,2018-11-06,24,7814
2018110625,8210,7951,2018-11-06,25,7643
2018110626,NULL,NULL,2018-11-06,26,7708
2018110627,8524,8213,2018-11-06,27,7693
2018110628,NULL,NULL,2018-11-06,28,8109
2018110629,8812,8576,2018-11-06,29,8734
2018110630,NULL,NULL,2018-11-06,30,8880
2018110631,9073,8834,2018-11-06,31,9256
2018110632,NULL,NULL,2018-11-06,32,9515
2018110633,9414,9271,2018-11-06,33,9846
2018110634,NULL,NULL,2018-11-06,34,10030
2018110635,9713,9611,2018-11-06,35,10150
2018110636,NULL,NULL,2018-11-06,36,10141
2018110637,9954,9958,2018-11-06,37,10192
2018110638,NULL,NULL,2018-11-06,38,10222
2018110639,10100,10144,2018-11-06,39,10410
2018110640,NULL,NULL,2018-11-06,40,10588
2018110641,10233,10204,2018-11-06,41,10796
2018110642,NULL,NULL,2018-11-06,42,10869
2018110643,10352,10284,2018-11-06,43,10785
2018110644,NULL,NULL,2018-11-06,44,10928
2018110645,10294,10269,2018-11-06,45,10885
2018110646,NULL,NULL,2018-11-06,46,10530
2018110647,10274,10092,2018-11-06,47,10228
2018110648,NULL,NULL,2018-11-06,48,10238
2018110701,10231,9838,2018-11-07,1,10082
2018110702,NULL,NULL,2018-11-07,2,10002
2018110703,10137,9527,2018-11-07,3,9612
2018110704,NULL,NULL,2018-11-07,4,9249
2018110705,10029,9253,2018-11-07,5,9322
2018110706,NULL,NULL,2018-11-07,6,9370
2018110707,9904,8994,2018-11-07,7,9310
2018110708,NULL,NULL,2018-11-07,8,9348
2018110709,9865,8880,2018-11-07,9,9510
2018110710,NULL,NULL,2018-11-07,10,9606
2018110711,9816,8844,2018-11-07,11,9707
2018110712,NULL,NULL,2018-11-07,12,9800
2018110713,9757,8823,2018-11-07,13,9813
2018110714,NULL,NULL,2018-11-07,14,10138
2018110715,9752,9016,2018-11-07,15,10371
2018110716,NULL,NULL,2018-11-07,16,10749
2018110717,9739,9277,2018-11-07,17,10879
2018110718,NULL,NULL,2018-11-07,18,10997
2018110719,9719,9596,2018-11-07,19,11069
2018110720,NULL,NULL,2018-11-07,20,11082
2018110721,9535,9820,2018-11-07,21,11014
2018110722,NULL,NULL,2018-11-07,22,10826
2018110723,9332,10033,2018-11-07,23,10652
2018110724,NULL,NULL,2018-11-07,24,10586
2018110725,9108,10149,2018-11-07,25,9976
2018110726,NULL,NULL,2018-11-07,26,9274
2018110727,8798,10084,2018-11-07,27,8967
2018110728,NULL,NULL,2018-11-07,28,9255
2018110729,8465,9905,2018-11-07,29,9310
2018110730,NULL,NULL,2018-11-07,30,9116
2018110731,8114,9769,2018-11-07,31,8757
2018110732,NULL,NULL,2018-11-07,32,8298
2018110733,7877,9635,2018-11-07,33,8133
2018110734,NULL,NULL,2018-11-07,34,7988
2018110735,7631,9404,2018-11-07,35,7740
2018110736,NULL,NULL,2018-11-07,36,7453
2018110737,7377,9122,2018-11-07,37,7339
2018110738,NULL,NULL,2018-11-07,38,7419
2018110739,7227,8652,2018-11-07,39,7879
2018110740,NULL,NULL,2018-11-07,40,7551
2018110741,7043,8221,2018-11-07,41,7041
2018110742,NULL,NULL,2018-11-07,42,6634
2018110743,6823,6934,2018-11-07,43,6079
2018110744,NULL,NULL,2018-11-07,44,5751
2018110745,7940,6131,2018-11-07,45,5817
2018110746,NULL,NULL,2018-11-07,46,5682
2018110747,7230,5427,2018-11-07,47,5375
2018110748,NULL,NULL,2018-11-07,48,5434
2018110801,6453,5013,2018-11-08,1,4983
2018110802,NULL,NULL,2018-11-08,2,4653
2018110803,6113,4956,2018-11-08,3,4638
2018110804,NULL,NULL,2018-11-08,4,4873
2018110805,5755,5171,2018-11-08,5,5164
2018110806,NULL,NULL,2018-11-08,6,5110
2018110807,5389,5506,2018-11-08,7,5359
2018110808,NULL,NULL,2018-11-08,8,6236
2018110809,5501,5768,2018-11-08,9,6378
2018110810,NULL,NULL,2018-11-08,10,6518
2018110811,5539,5818,2018-11-08,11,6129
2018110812,NULL,NULL,2018-11-08,12,5687
2018110813,5529,5888,2018-11-08,13,5796
2018110814,NULL,NULL,2018-11-08,14,6008
2018110815,5868,6240,2018-11-08,15,6688
2018110816,NULL,NULL,2018-11-08,16,7333
2018110817,6202,6790,2018-11-08,17,7540
2018110818,NULL,NULL,2018-11-08,18,7628
2018110819,6519,7378,2018-11-08,19,7398
2018110820,NULL,NULL,2018-11-08,20,7417
2018110821,6773,7507,2018-11-08,21,7620
2018110822,NULL,NULL,2018-11-08,22,7931
2018110823,7038,7566,2018-11-08,23,7996
2018110824,NULL,NULL,2018-11-08,24,8161
2018110825,7301,7587,2018-11-08,25,7922
2018110826,NULL,NULL,2018-11-08,26,7958
2018110827,7208,7403,2018-11-08,27,7384
2018110828,NULL,NULL,2018-11-08,28,7228
2018110829,7107,7128,2018-11-08,29,6875
2018110830,NULL,NULL,2018-11-08,30,7118
2018110831,7000,7036,2018-11-08,31,7228
2018110832,NULL,NULL,2018-11-08,32,7448
2018110833,7263,7407,2018-11-08,33,7346
2018110834,NULL,NULL,2018-11-08,34,7502
2018110835,7518,7974,2018-11-08,35,7399
2018110836,NULL,NULL,2018-11-08,36,7884
2018110837,7763,8461,2018-11-08,37,8648
2018110838,NULL,NULL,2018-11-08,38,9458
2018110839,7991,8873,2018-11-08,39,9888
2018110840,NULL,NULL,2018-11-08,40,9969
2018110841,8206,9182,2018-11-08,41,9954
2018110842,NULL,NULL,2018-11-08,42,10029
2018110843,8405,9305,2018-11-08,43,10239
2018110844,NULL,NULL,2018-11-08,44,10235
2018110845,8984,9523,2018-11-08,45,10135
2018110846,NULL,NULL,2018-11-08,46,10053
2018110847,9119,9622,2018-11-08,47,9763
2018110848,NULL,NULL,2018-11-08,48,9361
2018110901,9239,9569,2018-11-09,1,9080
2018110902,NULL,NULL,2018-11-09,2,8906
2018110903,9252,9423,2018-11-09,3,8844
2018110904,NULL,NULL,2018-11-09,4,8853
2018110905,9256,9180,2018-11-09,5,8896
2018110906,NULL,NULL,2018-11-09,6,9153
2018110907,9253,8971,2018-11-09,7,8856
2018110908,NULL,NULL,2018-11-09,8,9041
2018110909,9327,8753,2018-11-09,9,9029
2018110910,NULL,NULL,2018-11-09,10,9057
2018110911,9396,8635,2018-11-09,11,8867
2018110912,NULL,NULL,2018-11-09,12,9004
2018110913,9459,8529,2018-11-09,13,9158
2018110914,NULL,NULL,2018-11-09,14,9289
2018110915,9610,8540,2018-11-09,15,9387
2018110916,NULL,NULL,2018-11-09,16,9262
2018110917,9747,8613,2018-11-09,17,9168
2018110918,NULL,NULL,2018-11-09,18,9294
2018110919,9853,8769,2018-11-09,19,9481
2018110920,NULL,NULL,2018-11-09,20,9708
2018110921,9958,9091,2018-11-09,21,9844
2018110922,NULL,NULL,2018-11-09,22,10005
2018110923,10031,9396,2018-11-09,23,10210
2018110924,NULL,NULL,2018-11-09,24,10455
2018110925,10132,9639,2018-11-09,25,10847
2018110926,NULL,NULL,2018-11-09,26,10943
2018110927,10195,9912,2018-11-09,27,10961
2018110928,NULL,NULL,2018-11-09,28,10999
2018110929,10415,9875,2018-11-09,29,11065
2018110930,NULL,NULL,2018-11-09,30,11105
2018110931,10578,10472,2018-11-09,31,11400
2018110932,NULL,NULL,2018-11-09,32,11425
2018110933,10588,10625,2018-11-09,33,11443
2018110934,NULL,NULL,2018-11-09,34,11439
2018110935,10559,10885,2018-11-09,35,11383
2018110936,NULL,NULL,2018-11-09,36,11347
2018110937,10259,10877,2018-11-09,37,11560
2018110938,NULL,NULL,2018-11-09,38,11647
2018110939,10712,9820,2018-11-09,39,11701
2018110940,NULL,NULL,2018-11-09,40,11585
2018110941,10814,9658,2018-11-09,41,11478
2018110942,NULL,NULL,2018-11-09,42,11420
2018110943,10997,9777,2018-11-09,43,11335
2018110944,NULL,NULL,2018-11-09,44,11085
2018110945,10858,11146,2018-11-09,45,10563
2018110946,NULL,NULL,2018-11-09,46,10232
2018110947,10669,10941,2018-11-09,47,9876
2018110948,NULL,NULL,2018-11-09,48,9580
2018111001,10235,10537,2018-11-10,1,9623
2018111002,NULL,NULL,2018-11-10,2,9399
2018111003,10031,10242,2018-11-10,3,9345
2018111004,NULL,NULL,2018-11-10,4,9588
2018111005,9722,9784,2018-11-10,5,9416
2018111006,NULL,NULL,2018-11-10,6,9361
2018111007,9340,9392,2018-11-10,7,9222
2018111008,NULL,NULL,2018-11-10,8,9276
2018111009,9157,8933,2018-11-10,9,8851
2018111010,NULL,NULL,2018-11-10,10,8594
2018111011,8922,8412,2018-11-10,11,8657
2018111012,NULL,NULL,2018-11-10,12,8362
2018111013,8611,7605,2018-11-10,13,7884
2018111014,NULL,NULL,2018-11-10,14,7636
2018111015,8426,6948,2018-11-10,15,7085
2018111016,NULL,NULL,2018-11-10,16,6605
2018111017,8208,6248,2018-11-10,17,5861
2018111018,NULL,NULL,2018-11-10,18,5276
2018111019,7953,5541,2018-11-10,19,5326
2018111020,NULL,NULL,2018-11-10,20,5253
2018111021,7761,5108,2018-11-10,21,5401
2018111022,NULL,NULL,2018-11-10,22,5661
2018111023,7546,4740,2018-11-10,23,6018
2018111024,NULL,NULL,2018-11-10,24,5951
2018111025,7309,4711,2018-11-10,25,5693
2018111026,NULL,NULL,2018-11-10,26,5997
2018111027,6866,4667,2018-11-10,27,5945
2018111028,NULL,NULL,2018-11-10,28,6116
2018111029,6413,4655,2018-11-10,29,6259
2018111030,NULL,NULL,2018-11-10,30,6511
2018111031,5956,4705,2018-11-10,31,6374
2018111032,NULL,NULL,2018-11-10,32,5958
2018111033,5899,4932,2018-11-10,33,5640
2018111034,NULL,NULL,2018-11-10,34,5353
2018111035,5843,5027,2018-11-10,35,5113
2018111036,NULL,NULL,2018-11-10,36,5244
2018111037,5790,5279,2018-11-10,37,5422
2018111038,NULL,NULL,2018-11-10,38,5105
2018111039,5755,5317,2018-11-10,39,4892
2018111040,NULL,NULL,2018-11-10,40,4791
2018111041,5718,5356,2018-11-10,41,4976
2018111042,NULL,NULL,2018-11-10,42,5042
2018111043,5680,5333,2018-11-10,43,4799
2018111044,NULL,NULL,2018-11-10,44,4732
2018111045,6070,5252,2018-11-10,45,4914
2018111046,NULL,NULL,2018-11-10,46,4773
2018111047,6043,5169,2018-11-10,47,4188
2018111048,NULL,NULL,2018-11-10,48,4370
2018111101,6009,5067,2018-11-11,1,4286
2018111102,NULL,NULL,2018-11-11,2,4882
2018111103,5990,4894,2018-11-11,3,4846
